model,task_id,role,score,method,reason
microsoft_Phi-4-mini-instruct-Q4_K_M,R03,Research,40.0,hybrid,"Hybrid: 자동검증 45.0점 × 50% + Judge 45.0점 × 50%, 실패한 핵심조건 상한 40.0점. Judge: 센서 A가 요구조건을 모두 만족한다고 잘못 판단하여 중대 오류. 자동검증에서 탈락 센서를 적합하다고 판단하는 역방향 주장이 감지됨."
microsoft_Phi-4-mini-instruct-Q4_K_M,R04,Research,55.0,objective,"필수개념 3/4, 추측항목 포함 ['냉각팬'] → -20"
microsoft_Phi-4-mini-instruct-Q4_K_M,W01,Writer,70.0,hybrid,"Hybrid: 자동검증 70.0점 × 45% + Judge 70.0점 × 55%, 실패한 핵심조건 상한 80.0점. Judge: 필수 수치와 기간이 정확히 포함되었으나, 분량이 부족하고 보고서 문체가 다소 불완전함. 한 개 라인 한계와 향후 검증 필요성은 명시되어 있으나, 전체적인 표현이 간결하지만 과장 없음."
microsoft_Phi-4-mini-instruct-Q4_K_M,W02,Writer,70.0,hybrid,"Hybrid: 자동검증 70.0점 × 45% + Judge 70.0점 × 55%, 실패한 핵심조건 상한 80.0점. Judge: 4문장으로 작성되어 자동검증 FAIL. 의미는 훼손되지 않았으나 문장 수 준수 실패."
microsoft_Phi-4-mini-instruct-Q4_K_M,W03,Writer,50.0,hybrid,"Hybrid: 자동검증 50.0점 × 40% + Judge 50.0점 × 60%, 실패한 핵심조건 상한 70.0점. Judge: 예산 우선 시 B안을 권고해야 하지만 A안을 추천해 예산 우선 권고가 잘못 기술됨. 정확도 우선은 올바르게 A안을 언급했으나, 트레이드오프 설명이 없음."
microsoft_Phi-4-mini-instruct-Q4_K_M,W04,Writer,97.0,hybrid,"Hybrid: 자동검증 100.0점 × 40% + Judge 95.0점 × 60%. Judge: 원인 미확정, 담당 구분, 금요일 재점검을 모두 충족했으나, '회의 결과 문장'이라는 제목이 추가되어 공식 문체에 약간 부합하지 않음."
microsoft_Phi-4-mini-instruct-Q8_0,C01,Coding,100.0,objective,필수개념 2/2
microsoft_Phi-4-mini-instruct-Q8_0,C02,Coding,100.0,objective,필수개념 3/3
microsoft_Phi-4-mini-instruct-Q8_0,C03,Coding,100.0,objective,필수개념 5/5
microsoft_Phi-4-mini-instruct-Q8_0,C04,Coding,100.0,objective,"유효 알고리즘=PASS(seen set + append/add), 평균 O(n) 설명=PASS"
microsoft_Phi-4-mini-instruct-Q8_0,C05,Coding,66.66666666666667,objective,필수개념 2/3
microsoft_Phi-4-mini-instruct-Q8_0,K01,Critic,50.0,objective,필수개념 1/2
microsoft_Phi-4-mini-instruct-Q8_0,K02,Critic,50.0,objective,필수개념 2/4
microsoft_Phi-4-mini-instruct-Q8_0,K03,Critic,78.0,hybrid,"Hybrid: 자동검증 88.0점 × 50% + Judge 68.0점 × 50%. Judge: 모순이 있는 '6주 진행'과 '8주치 데이터'의 충돌을 지적했으나, '6주'와 '30일' 간의 정확한 관계를 설명하지 못해 핵심 수치 누락으로 인한 감점이 필요함"
microsoft_Phi-4-mini-instruct-Q8_0,K04,Critic,50.0,hybrid,"Hybrid: 자동검증 50.0점 × 55% + Judge 50.0점 × 45%, 실패한 핵심조건 상한 60.0점. Judge: 하드코딩된 비밀번호 문제를 '비공개 키 해시'로 잘못 설명하여 자동검증 결과와 일치하지 않음. SQL Injection 문제는 정확히 지적했으나, 첫 번째 문제에 대한 오류로 인해 감점됨."
microsoft_Phi-4-mini-instruct-Q8_0,K05,Critic,92.5,hybrid,"Hybrid: 자동검증 100.0점 × 50% + Judge 85.0점 × 50%. Judge: 자동검증 결과 4개 항목 모두 충족했으나, '보장'이라는 표현에 대한 비판이 명확하지 않음. 또한 '모든 제조현장'과 관련된 외적 타당성 문제는 언급되었지만, 구체적인 논리적 근거가 부족함."
microsoft_Phi-4-mini-instruct-Q8_0,D01,Data,0.0,objective,"기대값 86.0, 추출값 [-1.0, -1.0, 20.0, 80.0, 30.0, 90.0, -1.0, 20.0, -1.0, 30.0]"
microsoft_Phi-4-mini-instruct-Q8_0,D02,Data,50.0,objective,수치정답 1/2
microsoft_Phi-4-mini-instruct-Q8_0,D03,Data,0.0,objective,"기대값 0.2687, 추출값 [0.98]"
microsoft_Phi-4-mini-instruct-Q8_0,D04,Data,100.0,objective,"line 기준 groupby=PASS, defect_rate 평균=PASS, 집계 평균 > 0.03 필터=PASS, 집계값 내림차순 정렬=PASS"
microsoft_Phi-4-mini-instruct-Q8_0,D05,Data,100.0,objective,수치정답 2/2
microsoft_Phi-4-mini-instruct-Q8_0,P01,PPT,65.0,hybrid,"Hybrid: 자동검증 65.0점 × 45% + Judge 65.0점 × 55%, 실패한 핵심조건 상한 75.0점. Judge: 슬라이드 수가 7장으로 요구사항을 위반하여 기본 점수에서 감점됨. 다른 항목은 원칙적으로 준수되었으나, 자동검증 결과를 반영해야 하므로 채점에 반영함."
microsoft_Phi-4-mini-instruct-Q8_0,P02,PPT,80.0,hybrid,"Hybrid: 자동검증 80.0점 × 35% + Judge 80.0점 × 65%. Judge: 차트 유형과 제목은 적절하며, 파일럿 정보는 명시됨. 그러나 5.2%와 4.8%의 수치가 차트에 표기되지 않아 자동검증에서 누락되었음."
microsoft_Phi-4-mini-instruct-Q8_0,P03,PPT,91.75,hybrid,"Hybrid: 자동검증 100.0점 × 45% + Judge 85.0점 × 55%. Judge: 전체 구조는 5장으로 적절하며, 각 슬라이드별 핵심 내용도 2개로 정확히 제시됨. VRAM과 양자화 설명은 기본적인 의미를 담고 있으나, 상세성과 정확성이 다소 부족함. 멀티에이전트 배치 이유는 언급되었으나 연결성이 약함."
microsoft_Phi-4-mini-instruct-Q8_0,P04,PPT,50.0,objective,필수개념 1/2
microsoft_Phi-4-mini-instruct-Q8_0,R01,Research,66.66666666666667,objective,필수개념 2/3
microsoft_Phi-4-mini-instruct-Q8_0,R02,Research,25.0,objective,필수개념 1/4
microsoft_Phi-4-mini-instruct-Q8_0,R03,Research,75.0,hybrid,"Hybrid: 자동검증 90.0점 × 50% + Judge 60.0점 × 50%. Judge: 센서 A와 B 모두 요구조건을 만족하지 못함을 올바르게 판단했으나, 센서 A의 정확도는 ±0.5°C로 요구된 ±0.8°C 이내를 충족하므로 '초과'라고 잘못 설명함."
microsoft_Phi-4-mini-instruct-Q8_0,R04,Research,55.0,objective,"필수개념 3/4, 추측항목 포함 ['전원부'] → -20"
microsoft_Phi-4-mini-instruct-Q8_0,W01,Writer,67.5,hybrid,"Hybrid: 자동검증 62.0점 × 45% + Judge 72.0점 × 55%, 실패한 핵심조건 상한 80.0점. Judge: 필수 수치와 기간은 정확히 포함되었으나, '한 개 라인'이라는 핵심 사실이 누락되어 감점됨. 보고서 문체는 적절하지만 분량도 부족함."
microsoft_Phi-4-mini-instruct-Q8_0,W02,Writer,70.0,hybrid,"Hybrid: 자동검증 70.0점 × 45% + Judge 70.0점 × 55%, 실패한 핵심조건 상한 80.0점. Judge: 4문장으로 구성되어 자동검증 FAIL. 의미 전달은 잘 하지만 문장 수 준수 실패."
microsoft_Phi-4-mini-instruct-Q8_0,W03,Writer,50.0,hybrid,"Hybrid: 자동검증 50.0점 × 40% + Judge 50.0점 × 60%, 실패한 핵심조건 상한 70.0점. Judge: 예산 우선 시 B안을 권고하는 내용이 누락되어 예산 우선 조건에 대한 올바른 판단을 제공하지 못함. 정확도 우선은 적절히 언급되었으나, 트레이드오프 설명과 단일결론 회피가 부족함."
microsoft_Phi-4-mini-instruct-Q8_0,W04,Writer,87.2,hybrid,"Hybrid: 자동검증 92.0점 × 40% + Judge 84.0점 × 60%. Judge: 원인 미확정과 담당 구분, 금요일 재점검이 모두 충족되었으나, 'DB' 대신 '데이터베이스'라고 표현해 자동 검증에서 FAIL로 표시된 항목에 대해 누락으로 처리됨."
microsoft_Phi-4-mini-reasoning-Q4_K_M,C01,Coding,100.0,objective,필수개념 2/2
microsoft_Phi-4-mini-reasoning-Q4_K_M,C02,Coding,66.66666666666667,objective,필수개념 2/3
microsoft_Phi-4-mini-reasoning-Q4_K_M,C03,Coding,100.0,objective,필수개념 5/5
microsoft_Phi-4-mini-reasoning-Q4_K_M,C04,Coding,100.0,objective,"유효 알고리즘=PASS(seen set + append/add), 평균 O(n) 설명=PASS"
microsoft_Phi-4-mini-reasoning-Q4_K_M,C05,Coding,100.0,objective,필수개념 3/3
microsoft_Phi-4-mini-reasoning-Q4_K_M,K01,Critic,100.0,objective,필수개념 2/2
microsoft_Phi-4-mini-reasoning-Q4_K_M,K02,Critic,50.0,objective,필수개념 2/4
microsoft_Phi-4-mini-reasoning-Q4_K_M,K03,Critic,66.0,hybrid,"Hybrid: 자동검증 76.0점 × 50% + Judge 56.0점 × 50%. Judge: 모순이 존재함을 지적했으나, '4주'와 '8주'에 대한 구체적인 수치 누락으로 인해 자동검증에서 FAIL된 항목에 대해 감점 처리되지 않음. 그러나 모순의 핵심 수치(6주 vs 31일)만 언급하고 '8주치 데이터'는 생략하여 부족함."
microsoft_Phi-4-mini-reasoning-Q4_K_M,K04,Critic,50.0,hybrid,"Hybrid: 자동검증 50.0점 × 55% + Judge 50.0점 × 45%, 실패한 핵심조건 상한 60.0점. Judge: 하드코딩된 비밀번호 문제를 식별하지 못했으며, SQL Injection 문제는 제시했으나 두 가지 문제 중 하나만 충족함. 자동검증 결과에 따라 하드코딩 문제 누락으로 감점."
microsoft_Phi-4-mini-reasoning-Q4_K_M,K05,Critic,60.0,hybrid,"Hybrid: 자동검증 60.0점 × 50% + Judge 60.0점 × 50%. Judge: 3가지 비판 중 2개는 충족되었으나, '모든 제조현장' 확대와 불확실성(신뢰구간)에 대한 설명이 부족함."
microsoft_Phi-4-mini-reasoning-Q4_K_M,D01,Data,100.0,objective,정답 86.0 발견
microsoft_Phi-4-mini-reasoning-Q4_K_M,D02,Data,100.0,objective,수치정답 2/2
microsoft_Phi-4-mini-reasoning-Q4_K_M,D03,Data,100.0,objective,정답 0.2687 발견
microsoft_Phi-4-mini-reasoning-Q4_K_M,D04,Data,15.0,objective,AST 파싱 실패; 제한적 키워드 점수 1/4
microsoft_Phi-4-mini-reasoning-Q4_K_M,D05,Data,100.0,objective,수치정답 2/2
microsoft_Phi-4-mini-reasoning-Q4_K_M,P01,PPT,65.0,hybrid,"Hybrid: 자동검증 65.0점 × 45% + Judge 65.0점 × 55%, 실패한 핵심조건 상한 75.0점. Judge: 슬라이드 수가 0장으로 자동검증 FAIL로 인해 기본 점수 감점. 제목과 핵심 메시지 구성이 불명확하며, 경영진 관점 및 흐름에 부합하지 않음."
microsoft_Phi-4-mini-reasoning-Q4_K_M,P02,PPT,77.0,hybrid,"Hybrid: 자동검증 90.0점 × 35% + Judge 70.0점 × 65%. Judge: 차트 유형 추천이 부적절하고, 5.2%에 대한 설명이 누락되어 자동검증에서 감점됨. 제목은 메시지형이지만, 파일럿 라인 정보는 명확히 표기되지 않음."
microsoft_Phi-4-mini-reasoning-Q4_K_M,P03,PPT,51.0,hybrid,"Hybrid: 자동검증 62.0점 × 45% + Judge 42.0점 × 55%, 실패한 핵심조건 상한 70.0점. Judge: 5장 구조 미준수(0장), 핵심 내용 2개 미달(0개), 개념 순서 불명확, VRAM/양자화 설명 부정확, 멀티에이전트 연결 없음"
microsoft_Phi-4-mini-reasoning-Q4_K_M,P04,PPT,50.0,objective,필수개념 1/2
microsoft_Phi-4-mini-reasoning-Q4_K_M,R01,Research,33.333333333333336,objective,필수개념 1/3
microsoft_Phi-4-mini-reasoning-Q4_K_M,R02,Research,50.0,objective,필수개념 2/4
microsoft_Phi-4-mini-reasoning-Q4_K_M,R03,Research,65.0,hybrid,"Hybrid: 자동검증 90.0점 × 50% + Judge 40.0점 × 50%. Judge: 센서 A는 측정범위와 정확도 모두 요구조건을 충족하지 못했으나, 샘플링은 만족한다고 명시되지 않음. 센서 B는 정확도만 불충분함에도 불구하고 샘플링과 범위는 충족한다고 명시됨. 그러나 '모두 만족하지 못한다'는 결론이 제대로 반영되지 않음."
microsoft_Phi-4-mini-reasoning-Q4_K_M,R04,Research,75.0,objective,필수개념 3/4
microsoft_Phi-4-mini-reasoning-Q4_K_M,W01,Writer,53.5,hybrid,"Hybrid: 자동검증 70.0점 × 45% + Judge 40.0점 × 55%, 실패한 핵심조건 상한 80.0점. Judge: 요약 문단이 180~230자 범위를 크게 초과했으며, 자동검증 결과에 따라 감점되었으나, 핵심 내용은 포함되어 있음. 그러나 과장된 표현이나 불필요한 설명이 많아 보고서 문체와 분량 기준에서 낮은 점수를 받음."
microsoft_Phi-4-mini-reasoning-Q4_K_M,W02,Writer,70.0,hybrid,"Hybrid: 자동검증 70.0점 × 45% + Judge 70.0점 × 55%, 실패한 핵심조건 상한 80.0점. Judge: 3문장으로 분할하지 못해 자동검증에서 FAIL. 의미 전달은 가능하지만 문장 수 준수 실패로 대폭 감점."
microsoft_Phi-4-mini-reasoning-Q4_K_M,W03,Writer,36.0,hybrid,"Hybrid: 자동검증 30.0점 × 40% + Judge 40.0점 × 60%, 실패한 핵심조건 상한 70.0점. Judge: 자동검증에서 예산 우선 시 B안 권고와 정확도 우선 시 A안 권고의 의미 패턴이 미검출되어 감점되었으며, 내용적으로도 트레이드오프 설명이 부족하고 단일결론처럼 보이는 경향이 있음."
microsoft_Phi-4-mini-reasoning-Q4_K_M,W04,Writer,46.0,hybrid,"Hybrid: 자동검증 70.0점 × 40% + Judge 30.0점 × 60%, 실패한 핵심조건 상한 80.0점. Judge: 문장이 너무 길고, 원래 메모의 핵심 내용을 왜곡하며, 추가된 정보가 많음. 공식 문체도 부족함."
microsoft_Phi-4-mini-reasoning-Q8_0,C01,Coding,100.0,objective,필수개념 2/2
microsoft_Phi-4-mini-reasoning-Q8_0,C02,Coding,66.66666666666667,objective,필수개념 2/3
microsoft_Phi-4-mini-reasoning-Q8_0,C03,Coding,100.0,objective,필수개념 5/5
microsoft_Phi-4-mini-reasoning-Q8_0,C04,Coding,100.0,objective,"유효 알고리즘=PASS(seen set + append/add), 평균 O(n) 설명=PASS"
microsoft_Phi-4-mini-reasoning-Q8_0,C05,Coding,66.66666666666667,objective,필수개념 2/3
microsoft_Phi-4-mini-reasoning-Q8_0,K01,Critic,50.0,objective,필수개념 1/2
microsoft_Phi-4-mini-reasoning-Q8_0,K02,Critic,100.0,objective,필수개념 4/4
microsoft_Phi-4-mini-reasoning-Q8_0,K03,Critic,64.0,hybrid,"Hybrid: 자동검증 64.0점 × 50% + Judge 64.0점 × 50%. Judge: 응답은 기간 모순의 핵심 수치 중 일부(예: 7월 31일, 8주)를 언급하지 않아 자동 검증에서 FAIL로 표시된 항목을 누락했으며, '약 4주'와 같은 구체적 설명도 부족함."
microsoft_Phi-4-mini-reasoning-Q8_0,K04,Critic,50.0,hybrid,"Hybrid: 자동검증 50.0점 × 55% + Judge 50.0점 × 45%, 실패한 핵심조건 상한 60.0점. Judge: SQL Injection 문제는 정확히 지적했으나, 하드코딩된 비밀번호 문제를 제대로 식별하지 못함. 'password' 변수가 실제로 사용되지 않아 보안 문제가 명확하지 않음."
microsoft_Phi-4-mini-reasoning-Q8_0,K05,Critic,87.5,hybrid,"Hybrid: 자동검증 100.0점 × 50% + Judge 75.0점 × 50%. Judge: 3가지 비판이 제시되었으나, 자동검증 결과 중 '모든 제조현장'으로 확대하는 외적 타당성 문제와 '보장'이라는 표현의 문제는 명확히 언급되지 않았음."
microsoft_Phi-4-mini-reasoning-Q8_0,D01,Data,100.0,objective,정답 86.0 발견
microsoft_Phi-4-mini-reasoning-Q8_0,D02,Data,100.0,objective,수치정답 2/2
microsoft_Phi-4-mini-reasoning-Q8_0,D03,Data,0.0,objective,"기대값 0.2687, 추출값 [2.0, 0.02, 90.0, 0.9, 5.0, 0.05, 0.9, 5.0, 0.05, 0.05]"
microsoft_Phi-4-mini-reasoning-Q8_0,D04,Data,45.0,objective,AST 파싱 실패; 제한적 키워드 점수 3/4
microsoft_Phi-4-mini-reasoning-Q8_0,D05,Data,100.0,objective,수치정답 2/2
microsoft_Phi-4-mini-reasoning-Q8_0,P01,PPT,80.75,hybrid,"Hybrid: 자동검증 100.0점 × 45% + Judge 65.0점 × 55%. Judge: 슬라이드 구성은 6장이지만, 제목과 메시지가 명확하지 않음. 일부 슬라이드는 기술 용어를 사용하여 경영진 관점에서 이해하기 어려움. 핵심 메시지의 중복 및 불명확한 표현이 있음."
microsoft_Phi-4-mini-reasoning-Q8_0,P02,PPT,77.25,hybrid,"Hybrid: 자동검증 100.0점 × 35% + Judge 65.0점 × 65%. Judge: 차트 유형 추천이 부적절하고, 강조 문장에 불필요한 영어가 혼용됨. 파일럿 정보는 명시했으나, 제목과 주석의 표현 방식이 비전문적이며, 데이터 트렌드 해석이 과도하게 단순화됨."
microsoft_Phi-4-mini-reasoning-Q8_0,P03,PPT,51.0,hybrid,"Hybrid: 자동검증 62.0점 × 45% + Judge 42.0점 × 55%, 실패한 핵심조건 상한 70.0점. Judge: 응답에 슬라이드 제목과 핵심 내용이 전혀 없음. 자동검증 결과와 같이 0장으로 처리됨."
microsoft_Phi-4-mini-reasoning-Q8_0,P04,PPT,50.0,objective,필수개념 1/2
microsoft_Phi-4-mini-reasoning-Q8_0,R01,Research,33.333333333333336,objective,필수개념 1/3
microsoft_Phi-4-mini-reasoning-Q8_0,R02,Research,100.0,objective,필수개념 4/4
microsoft_Phi-4-mini-reasoning-Q8_0,R03,Research,80.0,hybrid,"Hybrid: 자동검증 90.0점 × 50% + Judge 70.0점 × 50%. Judge: 센서 A는 측정범위와 샘플링 속도에서 요구사항을 충족하지 못했으나, 정확도는 만족. 센서 B는 정확도가 요구사항을 초과해 탈락. 그러나 '모두 만족하지 못함'이라는 결론은 올바르게 도출되었으나, 센서 A의 샘플링 속도에 대한 설명이 부족하고, 센서 B의 정확도 문제를 명확히 밝히지 않아 감점."
microsoft_Phi-4-mini-reasoning-Q8_0,R04,Research,60.0,objective,"필수개념 4/4, 추측항목 포함 ['냉각팬', '전원부'] → -40"
microsoft_Phi-4-mini-reasoning-Q8_0,W01,Writer,48.0,hybrid,"Hybrid: 자동검증 70.0점 × 45% + Judge 30.0점 × 55%, 실패한 핵심조건 상한 80.0점. Judge: 요약 문단이 요구된 180~230자 범위를 크게 초과했고, 과장된 표현(예: 'Buildings’ 인STALLATION', 'Pass Mark', 'functional reliability')이 포함되어 있다."
microsoft_Phi-4-mini-reasoning-Q8_0,W02,Writer,53.5,hybrid,"Hybrid: 자동검증 70.0점 × 45% + Judge 40.0점 × 55%, 실패한 핵심조건 상한 80.0점. Judge: 문장 수가 3개가 아닌 3개로 표시되었으나 실제로는 3개이지만, 전문 용어 사용과 설명 부족으로 비전공자 친화성 미달"
microsoft_Phi-4-mini-reasoning-Q8_0,W03,Writer,55.0,hybrid,"Hybrid: 자동검증 70.0점 × 40% + Judge 45.0점 × 60%, 실패한 핵심조건 상한 80.0점. Judge: 자동검증 결과는 PASS지만, 내용이 매우 부실하고 비효율적으로 작성됨. 수치 계산 과정이 복잡하게 전개되며, 트레이드오프 설명이 명확하지 않음. 보고서 문체와 분량 기준에도 부합하지 않음."
microsoft_Phi-4-mini-reasoning-Q8_0,W04,Writer,70.0,hybrid,"Hybrid: 자동검증 70.0점 × 40% + Judge 70.0점 × 60%, 실패한 핵심조건 상한 80.0점. Judge: 원인 미확정, 담당 구분, 금요일 재점검은 충족했으나, 자동 검증에서 지적된 420자(요구 150~220)로 인해 길이 제한을 크게 위반함."
phi-4-Q4_K_L,C01,Coding,100.0,objective,필수개념 2/2
phi-4-Q4_K_L,C02,Coding,100.0,objective,필수개념 3/3
phi-4-Q4_K_L,C03,Coding,100.0,objective,필수개념 5/5
phi-4-Q4_K_L,C04,Coding,25.0,objective,"유효 알고리즘=FAIL, 평균 O(n) 설명=PASS"
phi-4-Q4_K_L,C05,Coding,100.0,objective,필수개념 3/3
phi-4-Q4_K_L,K01,Critic,100.0,objective,필수개념 2/2
phi-4-Q4_K_L,K02,Critic,100.0,objective,필수개념 4/4
phi-4-Q4_K_L,K03,Critic,88.0,hybrid,"Hybrid: 자동검증 88.0점 × 50% + Judge 88.0점 × 50%. Judge: 모순을 정확히 지적했으나, 자동검증에서 요구한 '약 4주 | 30일' 등의 구체적인 수치 표현이 누락되어 감점됨"
